	GH1	GH10	GH100	GH101	GH102	GH103	GH104	GH105	GH106	GH108	GH109	GH11	GH110	GH111	GH112	GH113	GH114	GH115	GH116	GH117	GH120	GH121	GH123	GH125	GH13	GH15	GH16	GH17	GH18	GH19	GH2	GH20	GH22	GH23	GH24	GH25	GH26	GH27	GH28	GH29	GH3	GH30	GH31	GH32	GH33	GH35	GH36	GH37	GH38	GH39	GH4	GH42	GH43	GH44	GH46	GH47	GH48	GH5	GH50	GH51	GH52	GH53	GH55	GH56	GH57	GH58	GH59	GH6	GH61	GH62	GH63	GH64	GH65	GH66	GH67	GH68	GH7	GH70	GH72	GH73	GH74	GH76	GH77	GH78	GH79	GH8	GH81	GH84	GH85	GH87	GH88	GH89	GH9	GH91	GH92	GH93	GH94	GH95	GH97	GH98	GH99	PL1	PL10	PL11	PL12	PL13	PL14	PL15	PL17	PL21	PL22	PL5	PL7	PL8	PL9	Number
276AQ_MBS550_C_POST	0.401025725	1.448474114	0	0.040229006	0.00080458	0.00045976	0.00011494	0.903428546	0.722283077	0.007126281	0.889405864	0	0.997564421	0	0.405623325	0.046550708	0	1.265144784	0	0	0.025516684	0.038275026	0.407117546	0.973197137	8.939804763	0.114825079	0.262408062	0	1.376751542	0	12.53834686	3.512452027	0	1.17698579	1.044574889	0.649640985	0.601825937	0.55849355	1.740076941	1.680652951	6.057913678	0.752512301	3.093380719	1.148135845	0.268384943	0.80745363	2.259950645	0.00068964	0.746880241	0.018620283	0.128502941	0.521252984	4.925294735	0	0	0	0	1.991335821	0.053791929	1.657550008	0	0.457461274	0.00022988	0	0.844004556	0	0.192409591	0	0	0	0.767224624	0	1.288247728	0.150111664	0.095859975	0	0	0.00011494	0.00011494	0.759178823	0.208731074	0.658031606	1.871453382	1.838350657	0	0.094825515	0.00011494	0.277465205	0.014367502	0.00022988	1.061011311	0.611480899	0.108963138	0.045631187	6.055729817	0.00091952	1.11652734	1.461462336	3.318433276	0	0.067814611	0.586309035	0.117583639	0.362061058	1.410084148	0.633779262	0	0.383095082	0	2.334546717	0	0	0	2.29201891	0.091607195	76
809BP_MBS542_A_INITIAL	0.013825465	0.329554231	0	0.020326556	0.000695532	0.001305896	0	2.131208205	1.557508186	9.94E-05	0.498525828	0	0.087920873	0.000383252	0.017970266	0	0	1.763499097	0	0	0	0.019631025	0.561719842	1.472000382	1.929404677	0.072008813	0.348120667	0.011043339	0.495346255	5.68E-05	13.45453374	4.385326781	0	0.898967505	0.125507969	0.242513418	0.046629007	0.054776663	3.336834176	1.032268266	8.78426611	0.65335968	3.489084625	1.51336322	0.744275597	0.709286099	1.519381698	0.008828993	0.292549111	0.000198723	0.00624559	0.498398077	6.975103233	0	0	0.002441458	0	1.263411872	0.422769661	2.563005582	0	0.000539392	0	0	0.397262104	0	4.26E-05	0	0	0	0.087906678	0	0.014308079	0.616028086	0.152548534	0.003591214	0	0.005138417	0.01889291	0.221079689	0	2.088014273	0.786844971	4.251926658	0	0.000369058	0.001802704	0.096863422	0.000269696	0	1.693122654	2.009092727	1.42E-05	0.000127751	10.36333578	2.84E-05	0.007040483	1.887658587	3.113525946	0	9.94E-05	1.050678562	0.197672922	1.303156535	1.056512511	0.199702738	0	2.223075155	0	0.000184529	0.000496808	0	0	1.65161787	0.078155041	67
276AQ_MBS095_C_POST	0.37244579	0.968961596	0	0.02278359	0.012050824	0.005648824	0.007155177	1.124680841	1.002854539	0.007908353	0.997017421	0.000564882	0.569401451	0	0.431381853	0.033139767	0	1.022248834	0	0	0.018076237	0.02052406	0.380354144	0.708739107	10.60020637	0.213902132	0.190930248	0.001506353	1.002666245	0.000188294	11.95102846	3.40209835	0	1.418796273	0.38430832	0.719660167	0.933938887	0.508959035	2.106258144	1.719125411	6.847127761	0.840356704	3.196669453	1.002289657	0.342130435	0.746774522	2.513350054	0.014875236	0.331021081	0.017511354	0.0898163	0.78819923	5.362428542	0	0	0.000376588	0	2.997642557	0.084167476	1.854508891	0	0.580887393	0	0	0.568648274	0	0.323112728	0.000753177	0	0.000188294	0.744514992	0	0.644530809	0.117118949	0.19055366	0	0	0	0.001694647	0.434017971	0.334410376	0.489564739	2.054477258	1.725527412	0	0.156660717	0.000376588	0.252314135	0.006213706	0.000188294	0.944859947	0.582017157	0.052534062	0.057806298	5.21235812	0.000564882	1.537421575	1.820992536	3.173885864	0	0.02918559	0.581828863	0.128981479	0.572979039	1.172884139	0.565635568	0	0.371504319	0	2.138833028	0.003012706	0	0	1.656423466	0.031256826	80
809BP_MBS533_B_CLOSING	8.698128378	0.030151427	0	0	2.307142538	0.476839237	0	0.358466967	0.081520525	0	0.039085183	0	0.018984232	0	0.005583598	0	0	0.112788672	0	0	0.00111672	0.00111672	0.032384866	0.319381784	7.594809488	0.007817037	0.964845669	0.683432349	1.557823737	0.427703578	9.278822531	1.031848841	0.00111672	21.25340599	0.616429178	0.064769732	0.004466878	0.011167195	0.1887256	0.113905392	11.32576942	0.051369098	6.890159468	0.358466967	0.041318622	0.036851744	2.604189932	1.900656631	1.698530397	0.003350159	2.906820923	0.462321883	2.825300398	0	0	0.186492161	0	2.332827087	0.014517354	0.136239782	0	0.147406977	0	0.007817037	0.037968464	0	0.007817037	0	0	0	0.417653102	0	1.191539733	0.035735025	0.011167195	0	0	0.003350159	1.082101219	0.433287176	0	0.547192567	0.86880779	1.045249475	0	0.442220932	0.097154599	0.02345111	0.017867512	0	0.083753964	0.080403806	0.002233439	0.005583598	0.91682673	0.005583598	0.002233439	0.11725555	0.192075758	0	0.003350159	0.058069415	0.008933756	0.067003171	0.055835976	0.016750793	0	0.107205074	0	0.041318622	0.339482736	0	0	0.104971635	0.006700317	76
808ZJ_MBS309_C_POST	0.43243304	0.008856724	0	0.346818046	0.002952241	0.00337399	0	1.010791144	0.736654464	0.000281166	0.643166827	0	0.824799951	0	0.500756336	0.004217487	0	1.110745596	0	0	0.009840804	0.660880274	0.962430622	0.877237377	5.836299633	0.344990468	0.583137923	0.001405829	0.75914773	0.001405829	14.81561145	4.71121458	0	1.367168829	0.290022549	0.342319393	0.202158229	0.435525864	1.746180362	1.821392221	6.601351845	1.690650112	3.433597067	1.352829372	0.675219731	0.911820774	2.204761824	0.003936322	1.252172006	0.00238991	0.104031356	0.542368878	6.686545091	0	0	0.001265246	0	0.29438062	0.18050846	2.058415012	0	0.001546412	0	0	0.551225602	0	0	0	0	0	0.594384556	0	0.785296152	0.206656882	0.084349748	0.000421749	0	0.000702915	0.003092824	0.907181538	0	1.059432832	1.43141522	3.262226496	0	0.002530492	0.000281166	0.523109019	0.168137164	0	0.6968695	0.72582958	0.21621652	0.011527799	10.04029106	0.097564542	0.118933144	1.603769871	3.231017089	0	0.055951999	0.737357379	0.155906451	0.505114406	0.214670108	0.100938532	0	0.269216278	0	0.009278472	0	0.000140583	0	0.868802402	0.166871918	70
664SB_MBS585_B_CLOSING	0.267285132	0	0	0.00208004	0.044720859	0.00312006	0	1.63075131	0.01248024	0	1.905316582	0	0.193443714	0.00104002	0.115442216	0.00312006	0	0.203843914	0	0	0	0.0052001	1.742033447	0.084241617	5.416423995	0.00624012	0.237124553	0	0.040560779	0.017680339	22.10770447	4.554247442	0	2.332764789	0.226724353	0.104001997	0.00312006	0.034320659	2.411806307	0.31304601	8.154796572	2.341084949	0.411847907	0.209044014	0.108162077	0.65001248	7.877111241	0.061361178	0.082161578	0	0.143522756	0.01248024	0.497129545	0	0	0	0	0.135202596	0	0.168483235	0	0	0	0	2.382685748	0	0	0	0	0	0.097761877	0	2.62813046	0.00624012	0.00208004	0	0	0.00104002	0	1.864755803	0	0.01456028	0.162243115	0.351526749	0	0.023920459	0	0.504409685	0.00104002	0	4.494966303	0.092561777	0.065521258	0.152882935	2.606290041	0	0.062401198	0.104001997	4.300482569	0	0.00104002	1.891796322	0.00104002	0.0104002	0.64897246	0.101921957	0	0.0104002	0	0.027040519	0.00104002	0	0	10.13395457	0	63
987AB_MBS591_A_INITIAL	0.415708473	0.07518132	0	0.017689722	0.109086621	0.05012088	0	1.186685536	1.03779704	0	0.660416298	0	0.278613126	0	0.20932838	0.022112153	0	1.73654107	0	0.001474144	0.005896574	0.008844861	0.622088567	0.787192641	4.087799988	0.109086621	0.400967038	0	1.823515537	0.005896574	15.60528333	4.811604458	0.001474144	1.325255027	0.266819978	0.336104723	0.107612477	0.70316646	1.858894982	2.252491303	5.752108025	1.04221947	3.420012972	1.418126069	0.530691668	1.154254378	2.149301256	0.125302199	0.964089864	0.001474144	0.148888496	0.141517778	6.41547261	0	0	0.016215579	0	0.22996639	0.201957663	2.049059496	0	0.113509051	0	0.002948287	0.393596321	0	0.008844861	0	0	0	0.337578867	0	0.311044283	0.355268589	0.10024176	0	0	0	0	0.567545256	0	1.440238222	1.080547202	3.564479038	0	0.051595023	0	0.479096645	0.008844861	0	0.815201368	0.567545256	0.081077894	0.011793148	10.32637538	0	0.150362639	1.869213987	3.579220473	0	0.119405625	1.365056902	0.181319653	0.365587594	0.686950882	0.17984551	0	0.549855534	0	0.032431157	0.056017454	0	0	1.618609588	0.237337107	79
392XO_MBS549_A_INITIAL	0.176549926	0.023906471	0	0.201095607	0.008054052	0.00549721	0.001406263	1.178576223	1.107879547	0	1.11235402	0	0.496155149	0.000127842	0.226152656	0.000127842	0	3.557589665	0	0	0.088466726	0.285599228	0.845419738	0.820362688	6.180142288	0.235485129	0.765518432	0	0.721540753	0.000767053	14.37136849	4.891621869	0	1.699532737	0.336863906	0.209788869	0.167473137	0.472760047	1.649930006	2.285560875	6.196250392	1.233036953	3.36761632	0.962778776	0.581170139	1.018773611	1.945373075	0.014573998	0.548059037	0.000255684	0.039886732	0.404620213	5.37077402	0	0	0	0	0.315258593	0.070185307	2.184054256	0	0.059574414	0	0	0.797478954	0.002940368	0.000255684	0	0	0	0.812820005	0	0.964952091	0.115313565	0.03975889	0.001789789	0	0.002556842	0	0.983361352	0	0.577974086	1.471718134	3.451736415	0	0.007031315	0.000255684	0.556113089	0.000383526	0	1.551108071	0.628727396	0.059574414	0.109177144	7.734702096	0.007031315	0.096520778	1.673580793	3.557589665	0	0.0428271	0.896556573	0.123878985	0.413569159	1.089470286	0.093196883	0	1.412015878	0	0.110711249	0.000255684	0	0	1.259883792	0.087571831	74
715BH_MBS530_A_INITIAL	0.316896306	0.310785185	0	0	0.000315006	0.000189004	0	1.444807752	1.730455436	0	0.579359529	0	1.278421441	0	0.530470556	0.0050401	0	3.596804576	0	0	0.010773214	0	0.592274786	0.943128768	4.65780869	0.059032175	0.254210059	0.000819016	0.611868176	0	13.39589358	4.359119746	0	1.040654709	0.08895777	0.431117579	0.253958054	0.110000189	2.437140499	1.528284413	8.350942184	0.472068394	3.627612189	1.494830747	0.520831365	0.648786911	3.616964978	0.000882018	0.225544488	0.018963377	0.200595992	0.461862191	6.252307421	0	0	0.000378008	0	0.703724004	0.569468332	2.187529532	0	0.005985119	0	0	0.501930988	0	0	0	0	0	0.152589037	0	0.004284085	0.465453263	0.269708367	0	0	0.000252005	0.001575031	0.232600629	0	1.393020721	1.444933754	2.816786054	0	0.002331046	6.30E-05	0.086626724	0	0.000315006	1.470764268	1.250952894	0.000567011	0.192216825	8.887334858	0.00453609	0.370951382	1.921034229	3.278585244	0	0.003906078	0.966691237	0.280355579	0.278213536	0.536392674	0.177915541	0	1.459235039	0	0.000819016	0.000252005	0	6.30E-05	1.377207406	0.006426128	65
148JV_MBS098_C_POST	0.572628562	0.166921744	0	0.004349078	0.120945779	0.061301285	0.000207099	2.490986019	2.002232527	0	1.804038843	0	0.947684737	0.000621297	0.027958357	0.004349078	0	1.495668526	0	0.001242594	0.002485187	0.005177473	0.752804637	0.162572666	3.590681376	0.396387366	0.29428759	0	0.571800166	0.093194522	16.71785462	5.681345149	0	2.523500552	0.515469255	0.26695053	0.043283678	0.554196756	3.434321678	3.654467849	4.42218361	1.796169084	2.85713694	1.006915034	0.687775571	0.930702625	1.466053378	0.115354108	0.245412241	0.053638625	0.391416992	0.48129793	7.233965883	0	0.000207099	0	0	0.09547261	0.010562046	2.306046668	0	0.031893236	0	0	0.545912799	0.000207099	0	0	0	0	1.262268023	0	0.105413359	0.020502795	0.470942984	0.000828396	0	0.048254052	0	0.595823643	0	0.156359698	1.12848211	2.953230847	0	0.084910564	0	0.682598098	0.001656791	0	0.875200109	0.67431414	0.002692286	0.251003912	6.251074326	0.014289827	0.005591671	2.624979031	4.226268015	0	0.008905254	0.936708494	0.305470933	1.103837336	0.223252654	0.027129961	0	0.119081889	0	0.061715483	0.023609279	0	0	0.227601732	0.026715763	75
808ZJ_MBS305_A_INITIAL	0.367385608	0.06166408	0	0.050796081	0.000945043	0.000472522	0	1.578222421	1.057739787	0	0.675942267	0	0.25539797	0	0.458582293	0.006142782	0	1.288566629	0	0	0.005433999	0.080092425	0.372347086	0.827385467	10.07794245	0.067570601	0.855027985	0.000236261	0.964889276	0	15.72008761	3.716619296	0	1.213671942	0.448895599	0.844159986	0.111042595	0.507960809	2.29952677	1.832911608	5.757912966	1.011668923	2.834657575	1.202331422	0.346830915	0.801633035	2.723142458	0.000236261	0.599393755	0.000708783	0.433774905	0.279732836	6.030557977	0	0	0	0.000236261	0.413692733	0.213107279	1.653117107	0	0.002362608	0	0	0.64853601	0	0	0	0	0	0.475593074	0	0.923543629	0.318952136	0.092141728	0.000236261	0	0.006142782	0.000236261	0.950713626	0	1.206347856	1.767231094	2.248021906	0	0.003071391	0.000236261	0.285166836	0.01960965	0.000236261	1.047816832	0.829039293	0.481499595	0.130179724	7.242339833	0.116004073	0.593959755	1.54443712	3.310014388	0	0.08718025	0.8760552	0.16018485	0.600575059	0.356753871	0.136558766	0	0.60931671	0	0.034966605	0	0	0	1.193589771	0.225865364	72
818VB_MBS537_B_CLOSING	7.208553501	0.004953765	0	0.014586085	1.713452224	1.186701893	0.155768384	3.642668428	0.014861295	0.000275209	0.004953765	0	0.004403347	0.002201673	0.003027301	0	0	0.018714223	0	0	0.000275209	0.000550418	0.005504183	0.018439014	12.34918538	0.002201673	0.030548217	0.018439014	0.620046235	0.02284236	8.934665346	0.1111845	0	13.97484588	0.211911052	0.315664905	0.000275209	0.002752092	3.724130339	0.015962131	3.135457948	0.007430647	3.485523998	3.275264201	0.004953765	0.011558785	1.861239542	3.109037869	1.031208719	0.000550418	6.281924262	2.600176134	2.757595773	0	0	0.005779392	0	1.049922941	0.003027301	0.024218406	0	1.265962131	0	0	0.002752092	0	0.005228974	0	0	0	0.692976662	0	0.573260678	0.006329811	0.001376046	0	0	0.006054601	0.033300308	2.523392779	0	0.144484808	2.709709379	1.303115368	0	5.656924262	0.006329811	0.015962131	0.000825627	0	0.107606781	0.00990753	0	0.001651255	0.096873624	0	0.002476882	0.023392779	0.027796125	0	0.000275209	0.010182739	0.000275209	0.020090269	0.011008366	0.003852928	0	0.010457948	0	0.005504183	1.470992955	0	0	0.01651255	0.001100837	62
987AB_MBS594_C_POST	0.142486387	2.709785762	0	0.004240666	0.006785066	0.015266399	0.0025444	1.32223975	1.160246298	0	0.689532339	0	2.394280189	0	0.11195359	0.022899598	0	11.88998015	0	0.006785066	0.012721999	0.000848133	0.583515682	0.273947043	5.938629077	0.582667549	0.594541414	0	1.196716028	0.000848133	12.91537326	4.481536139	0	1.256933489	0.576730616	0.519905688	0.106864791	0.436788628	3.227147049	2.304378064	3.931097654	0.683595407	3.025291334	1.09833257	0.418129697	0.699709938	2.76661069	0.005936933	0.297694774	0.011873866	0.185741184	0.846436992	4.899665835	0	0	0	0	0.113649857	0.071243194	1.343443082	0	0.03392533	0	0	0.785371398	0	0.009329466	0	0	0	0.594541414	0	0.097535325	0.044102929	0.084813326	0.007633199	0	0.037317863	0	0.781130731	0.005936933	0.288365308	1.267111088	1.851474904	0	0.019507065	0	0.94736485	0.016114532	0	1.469814937	0.865095924	0.395230099	0.125523722	4.914932234	0	0.161145319	1.357861347	3.407799433	0	0.024595865	0.470713959	0.628466745	0.722609536	0.391837566	0.154360253	0	0.100079725	0	0.386748766	0.004240666	0	0	0.824385527	0.07039506	79
308HP_MBS546_C_POST	0.464156709	0.838571774	0	0.00744336	0.059687323	0.035531512	0.008005123	1.37421283	0.26459039	0.000702204	1.15596789	0	0.894607637	0.000140441	0.295487358	0.008426446	0	2.999533737	0	0.001404408	0.009971294	0.009128649	0.93968912	0.515558027	11.13287943	0.134261366	1.030835173	0.000140441	1.667031813	0.002387493	13.44256816	6.68652499	0	1.445978058	0.659650246	1.821095326	0.0813152	0.630017246	2.189892759	2.764716787	4.470088927	0.808096129	3.268056468	0.827617394	0.942638376	1.304694654	2.583267326	0.093814427	0.370763604	0.000421322	0.116425389	0.25335513	3.536017437	0	0	0	0.00182573	0.611759947	0.090162967	1.498924224	0	0.01853818	0	0	0.853739376	0.006741156	0	0	0	0	0.741246327	0	0.428063434	0.078365944	0.048732943	0.000140441	0	0.000702204	0.000140441	0.573560061	0	0.420620074	1.790619681	1.257085236	0	0.03876165	0	0.830847532	0.003511019	0	0.675800934	1.347809967	0.021627877	0.18130902	4.447758846	0.029633	0.569487279	2.232727191	2.254214627	0	0.017414654	0.273578599	0.043255754	0.161787755	1.050777761	0.423148008	0	0.53830943	0	1.790619681	0.000140441	0	0	1.412272275	0.524546236	77
308HP_MBS093_B_CLOSING	0.370677771	0.147942867	0	0.003516867	0.085577094	0.082294685	0.017584334	1.62854383	0.228830806	0.000937831	2.012820152	0	1.327031108	0	0.09565878	0.000937831	0	1.376032787	0	0.009847227	0.007971565	0.004689156	1.384473267	0.298230313	6.148890077	0.137392267	1.681062375	0	2.403661293	0.013598552	14.53099063	11.18973262	0	1.327031108	0.331757777	0.700559885	0.087218299	1.142747283	1.024815013	4.958313404	3.264590308	0.562698703	4.351067721	0.665156758	1.828301869	2.348798169	4.124815951	0.159665757	0.2783014	0.007502649	0.123793715	0.123324799	3.388384023	0	0	0	0.000468916	0.216404543	0.065413724	0.983315983	0	0.040795656	0	0	0.903365876	0.025790357	0	0.000468916	0	0	0.859522269	0	0.179360212	0.072447458	0.048767221	0.001406747	0	0.002344578	0	0.448048842	0.000703373	0.325896332	1.531478303	1.32257641	0	0.065413724	0	1.549531553	0.003282409	0	0.491423534	2.447973816	0.002813494	0.330819946	3.827523469	0.027197104	0.317690309	2.942914217	2.243995536	0.000468916	0.022507948	0.245477309	0.041499029	0.125669377	0.252979959	0.099644562	0	0.298699228	0.000468916	0.335978017	0.000937831	0.00422024	0.004689156	0.645696762	0.263061644	76
809BP_MBS536_C_POST	0.052722719	0.359281259	0	1.98E-05	0.006221321	0.005567487	0.000416076	2.318046188	1.694715444	3.96E-05	0.508662297	0	0.000237757	1.98E-05	0.003833839	0	0	1.94893762	0	0	5.94E-05	1.98E-05	0.436988326	1.543254028	1.5182994	0.005735899	0.330681017	0.000217944	0.562108196	0.00155533	13.30940569	4.334962632	9.91E-06	0.858918679	0.13730494	0.27242053	1.98E-05	0.062431149	3.604967942	1.020118245	8.791181575	0.557620523	3.44626483	1.596085719	0.736701432	0.652307436	1.399678235	0.012630866	0.178516235	0.000108972	0.012967689	0.527316352	7.130713114	0	0	3.96E-05	0	1.373079118	0.467876984	2.445979521	0	6.93E-05	0	0	0.401285079	0.000307103	1.98E-05	0	0	0	0.009034784	0	0.021715182	0.66546335	0.165003685	0.005854778	0	0.001010469	0.000307103	0.110240214	0	2.243142678	0.741149478	3.229935251	0	0.009341887	1.98E-05	0.001149161	6.93E-05	0	1.867723631	2.203080544	0	0.000198131	10.30880733	3.96E-05	0.018852186	1.920515696	3.237761434	0	9.91E-05	1.170846575	0.222194264	1.409406478	1.227967808	0.216062102	0	2.460908709	4.95E-05	0.00034673	4.95E-05	0	0	1.817457739	0.080926699	62
308HP_MBS535_C_POST	0.082248453	1.412011436	0	0.002022202	0.029266772	0.018714556	0.010331612	0.882415229	0.728874979	0.000147069	0.886386098	0	0.708395593	0.000110302	0.079049698	0.006801951	0	2.26493929	0	0.005698932	0.003419359	0.010883121	0.844912582	1.12831494	4.590544627	0.397491294	0.591696179	0.000294138	0.848442243	0.00408117	13.4326026	4.614222769	0	1.505216545	1.010291903	0.225971833	0.21361802	0.323772855	1.625188249	1.948005153	5.975973304	0.996724769	2.656584582	1.012424406	0.678908217	0.871311504	1.969330188	0.050113832	0.61184466	0.000588277	0.049304951	0.183358531	4.762100854	0	0	0	0	0.420470857	0.259356543	2.194750512	0	0.005846001	0	0	0.928116985	0.009007989	0	3.68E-05	0	0	0.609895993	0	0.564047168	0.242811257	0.143539544	0.000257371	0	0.00040444	3.68E-05	1.085113361	3.68E-05	0.975951244	1.304614149	2.942634186	0	0.018824858	0	0.395542627	0.001728063	0	1.127800198	0.721889192	0.031178671	0.289027755	9.461366391	0.063680966	0.017501235	1.62640157	3.475061475	0	0.04754012	0.700380321	0.128023743	0.399954703	1.620187896	0.831970492	0	0.579342365	0	3.13139751	0.000441208	0	0	2.581763124	0.107286985	76
987AB_MBS593_C_POST	0.702033876	0.332238254	0	0.11597385	0.174579853	0.118862878	0.008254367	1.536963053	1.379304652	0	1.621570311	0	0.850199756	0.007016212	0.294268168	0.063145904	0	1.384257272	0	0.002063592	0.049526199	0.038795523	0.480404134	0.420559976	9.012530128	0.314491366	0.712764552	0.000412718	1.012810777	0.000412718	15.76460197	3.709099614	0	2.07102057	0.520437812	0.690890481	0.080892792	0.368557467	2.381384753	2.481675306	4.394624756	1.031383102	3.448674349	0.798609965	0.470911612	0.635586225	3.816406379	0.238551194	0.366081157	0.002063592	0.681810678	0.479165979	6.531267541	0	0	0	0	0.286013801	0.025588536	1.782530459	0	0.015683296	0	0	0.609172252	0.001238155	0	0	0	0	1.384257272	0	1.29345924	0.033430185	0.280648463	0.000412718	0	0.01238155	0	1.541090237	0.002063592	0.171690824	2.175438307	2.323191468	0	0.120101033	0	0.48370588	0.002889028	0	0.620315647	0.454815597	0.861755869	0.064796777	5.464803381	0	0.205121009	1.709479315	2.777181629	0	0.013206986	0.583996434	0.340079902	0.914583815	0.166325486	0.096576089	0	0.070574834	0	0.24680556	0.003301747	0	0	0.469673457	0.018985043	77
276AQ_MBS100_C_POST	0.218137172	0.931268593	0	0.008977837	0.015529231	0.008977837	0.00169851	1.344249089	1.038274702	0.006794039	1.294749664	0	0.930055371	0	0.084925484	0.007521971	0	0.966694652	0	0	0.002669087	0.004852885	0.698572767	0.658051179	7.549147591	0.330966743	0.466119585	0.000242644	1.963719833	0.000970577	14.38928871	6.283029947	0	1.876125263	0.747344259	0.640095505	0.173733276	0.386046986	2.699659813	2.367237204	6.069503016	1.406608659	2.375729753	0.873033975	0.554684732	0.713616709	2.330112635	0.043918607	0.203093229	0.007764616	0.13102789	0.32732708	4.181002897	0	0	0.000242644	0	1.017649942	0.104579667	1.617223859	0	0.045617117	0	0	1.327749281	0.000242644	0.05896255	0.000485288	0	0	0.708763825	0	1.272426394	0.085896061	0.082013753	0	0	0	0.000242644	0.870364888	0.038095146	0.47728122	1.084862396	1.570150876	0	0.014801299	0	0.420745112	0.001213221	0	1.766935355	1.05186278	0.067212454	0.395752755	6.173112106	0.000242644	0.229541451	1.710884535	3.882065194	0	0.017227741	0.56827281	0.21862246	0.437972853	0.702455074	0.27297477	0	0.305974386	0	0.622382475	0.000485288	0	0	2.621043079	0.077160868	76
308HP_MBS096_C_POST	0.354761418	0.030514258	0	0.448692265	0.133732053	0.098972333	0.022819358	0.871381075	0.310184067	0	1.15211225	0	1.430720694	0.000796024	0.396685356	0.004776145	0	2.107871883	0	0.014063093	0.257115792	0.61957211	1.029259193	0.509986123	9.782075129	0.141426953	0.965311922	0	1.180238436	0.006368193	13.16040151	5.837244907	0	1.947605692	0.626736328	0.682988699	0.095788236	0.659373317	1.303091492	2.622368809	5.175483518	1.118679237	3.941911466	1.378448443	1.101697389	1.139906547	2.549134589	0.278077761	1.077020641	0.000796024	0.293467561	0.435159855	4.316042805	0	0	0	0	0.280731175	0.065273978	2.586547723	0	0.202986152	0	0	0.876953244	0.016185824	0.000530683	0	0	0	0.532009457	0	0.296120974	0.109585988	0.070580806	0	0	0.002918755	0	1.062426865	0.000265341	0.519007729	1.676692148	2.645984191	0	0.104544502	0	0.586935121	0.172206552	0	0.933736298	0.898180554	0.002388072	0.858644689	6.195190422	0.044046668	0.037413134	1.636360259	2.62077676	0	0.044577351	0.370151218	0.058375102	0.1814935	0.267729447	0.061559199	0	0.506271343	0	0.262157278	0.000796024	0	0	0.949656781	0.080663778	78
818VB_MBS544_C_POST	0.054326858	0.320206184	0	0.026380754	0.008056949	0.005386646	0.001197032	1.78390065	1.641822104	0.000414357	0.875675287	0	0.205383147	0.000690596	0.131719611	0.001887628	0	2.574724752	0	0.000690596	0.010957451	0.038489198	0.614261813	1.108452062	2.815190158	0.277619452	0.518959613	0	0.680328797	0.002071787	13.81085414	5.511091427	0	1.071159897	0.167170188	0.335261169	0.029419375	0.253218406	2.818551057	2.010738302	7.272110341	0.913151612	3.51213929	1.381651702	0.644371784	1.096205499	2.535637038	0.006859917	0.25570455	0.000506437	0.047006544	0.536040346	6.853563335	0	0	0	4.60E-05	0.511409101	0.817342975	2.305760765	0	0.009207942	0	0	0.56550576	4.60E-05	0.000368318	0	0	0	0.455056495	0	0.41937572	0.431484164	0.17950883	0.000966834	0	0.006077242	0	0.209066324	0.000644556	1.60287251	1.200071085	2.685634413	0	0.003729217	9.21E-05	0.22246388	0.013627754	0	1.227833031	2.032146767	0.04921645	0.073801655	8.561498464	0.002624263	0.075827403	2.741664741	3.311590313	0	0.012430722	0.923648665	0.334570574	0.931935813	0.550773053	0.160540469	0	0.582264215	0	0.188670732	0.000138119	0	0	1.419542384	0.066619461	74
987AB_MBS589_A_INITIAL	2.280063168	0.457053857	0	0.089805551	0.842306658	0.580048417	0.002819981	1.426910429	1.335369504	0	1.613679945	0	0.974195004	0.002603059	0.139263681	0.036442832	0	1.650773543	0	0	0.032755165	0.0160522	0.311933292	0.244904511	10.84087498	0.182431084	0.392845057	0.000216922	1.942099281	0.000216922	15.13266926	2.764232228	0.000216922	4.920866992	0.682218501	0.631892685	0.011063003	0.333191611	2.138196427	2.304141468	3.459682947	0.853586582	4.180296575	0.538616387	0.303690271	0.549462468	2.763364541	0.984824163	0.782002447	0.018655259	1.279620647	0.436446303	5.405469896	0	0	0.001518451	0	0.227767703	0.000433843	1.466824007	0	0.027115203	0	0.000867686	0.3852528	0.001084608	0.000216922	0	0	0	1.982663624	0	1.460967123	0.00130153	0.318657863	0	0	0.002819981	0.001084608	1.644048972	0	0.006073805	2.338632005	1.500013015	0	0.54707633	0.000216922	0.349243811	0.002169216	0	0.395665038	0.460307682	0.504559692	0.012798376	2.864233095	0	0.106508516	1.495023818	2.445574365	0	0.000433843	0.498268965	0.279611971	0.897621671	0.186118752	0.102387006	0	0.003904589	0	0.36247603	0.013232219	0	0	0.339048495	0.000650765	71
