Sample_Name	Abiotrophia_defectiva	Acidaminococcus_fermentans	Acidovorax_unclassified	Acinetobacter_baumannii	Acinetobacter_junii	Acinetobacter_lwoffii	Acinetobacter_unclassified	Actinobacillus_minor	Actinomyces_odontolyticus	Actinomyces_oris	Actinomyces_urogenitalis	Actinomyces_viscosus	Aeromonas_unclassified	Aggregatibacter_aphrophilus	Aggregatibacter_segnis	Aggregatibacter_unclassified	Akkermansia_muciniphila	Alistipes_putredinis	Alistipes_shahii	Alistipes_unclassified	Alkaliphilus_unclassified	Anaerococcus_hydrogenalis	Anaerococcus_lactolyticus	Anaerococcus_unclassified	Anaerococcus_vaginalis	Anaerofustis_stercorihominis	Anaerostipes_caccae	Anaerotruncus_colihominis	Atopobium_parvulum	Atopobium_rimae	Atopobium_vaginae	Bacillus_subtilis	Bacteroides_caccae	Bacteroides_cellulosilyticus	Bacteroides_coprocola	Bacteroides_coprophilus	Bacteroides_dorei	Bacteroides_eggerthii	Bacteroides_finegoldii	Bacteroides_fragilis	Bacteroides_helcogenes	Bacteroides_intestinalis	Bacteroides_ovatus	Bacteroides_pectinophilus	Bacteroides_plebeius	Bacteroides_salanitronis	Bacteroides_stercoris	Bacteroides_thetaiotaomicron	Bacteroides_unclassified	Bacteroides_uniformis	Bacteroides_vulgatus	Bacteroides_xylanisolvens	Bifidobacterium_adolescentis	Bifidobacterium_angulatum	Bifidobacterium_animalis	Bifidobacterium_bifidum	Bifidobacterium_breve	Bifidobacterium_catenulatum	Bifidobacterium_dentium	Bifidobacterium_gallicum	Bifidobacterium_longum	Bifidobacterium_pseudocatenulatum	Bifidobacterium_unclassified	Bilophila_wadsworthia	Blautia_hansenii	Blautia_hydrogenotrophica	Blautia_unclassified	Brachyspira_unclassified	Bradyrhizobium_japonicum	Brevibacterium_mcbrellneri	Brucella_ceti	Brucella_microti	Brucella_suis	Bulleidia_extructa	Burkholderia_unclassified	Butyrivibrio_unclassified	Campylobacter_concisus	Campylobacter_gracilis	Campylobacter_hominis	Candidatus_Carsonella_ruddii	Candidatus_Zinderia_unclassified	Catenibacterium_mitsuokai	Cellulophaga_unclassified	Cellulosilyticum_lentocellum	Citrobacter_koseri	Citrobacter_rodentium	Citrobacter_unclassified	Citrobacter_youngae	Clostridium_asparagiforme	Clostridium_bartlettii	Clostridium_bolteae	Clostridium_botulinum	Clostridium_butyricum	Clostridium_cf	Clostridium_difficile	Clostridium_hathewayi	Clostridium_hylemonae	Clostridium_leptum	Clostridium_methylpentosum	Clostridium_nexile	Clostridium_perfringens	Clostridium_saccharolyticum	Clostridium_scindens	Clostridium_sporogenes	Clostridium_symbiosum	Clostridium_tetani	Collinsella_aerofaciens	Collinsella_intestinalis	Collinsella_stercoris	Collinsella_unclassified	Comamonas_testosteroni	Coprobacillus_bacterium	Coprococcus_catus	Coprococcus_comes	Coprococcus_eutactus	Corynebacterium_amycolatum	Corynebacterium_glucuronolyticum	Corynebacterium_jeikeium	Corynebacterium_kroppenstedtii	Corynebacterium_matruchotii	Corynebacterium_pseudogenitalium	Corynebacterium_resistens	Corynebacterium_striatum	Cronobacter_sakazakii	Cronobacter_unclassified	Deinococcus_unclassified	Delftia_acidovorans	Desulfovibrio_desulfuricans	Desulfovibrio_piger	Dialister_invisus	Dorea_formicigenerans	Dorea_longicatena	Dorea_unclassified	Edwardsiella_ictaluri	Eggerthella_lenta	Enhydrobacter_aerosaccus	Enterobacter_cancerogenus	Enterobacter_cloacae	Enterobacter_unclassified	Enterococcus_casseliflavus	Enterococcus_faecalis	Enterococcus_faecium	Enterococcus_gallinarum	Enterococcus_unclassified	Escherichia_albertii	Escherichia_coli	Escherichia_fergusonii	Escherichia_unclassified	Eubacterium_eligens	Eubacterium_hallii	Eubacterium_limosum	Eubacterium_rectale	Eubacterium_saburreum	Eubacterium_saphenum	Eubacterium_siraeum	Eubacterium_ventriosum	Faecalibacterium_cf	Faecalibacterium_prausnitzii	Faecalibacterium_unclassified	Finegoldia_magna	Fusobacterium_mortiferum	Fusobacterium_nucleatum	Fusobacterium_ulcerans	Fusobacterium_varium	Gardnerella_vaginalis	Gemella_haemolysans	Gemella_moribillum	Gemella_unclassified	Geobacillus_unclassified	Gordonibacter_pamelaeae	Granulicatella_adiacens	Granulicatella_elegans	Granulicatella_unclassified	Haemophilus_influenzae	Haemophilus_parainfluenzae	Holdemania_filiformis	Klebsiella_pneumoniae	Klebsiella_unclassified	Klebsiella_variicola	Lactobacillus_amylovorus	Lactobacillus_brevis	Lactobacillus_casei	Lactobacillus_crispatus	Lactobacillus_delbrueckii	Lactobacillus_fermentum	Lactobacillus_gasseri	Lactobacillus_helveticus	Lactobacillus_iners	Lactobacillus_johnsonii	Lactobacillus_oris	Lactobacillus_paracasei	Lactobacillus_plantarum	Lactobacillus_reuteri	Lactobacillus_rhamnosus	Lactobacillus_ruminis	Lactobacillus_sakei	Lactobacillus_salivarius	Lactobacillus_vaginalis	Lactococcus_lactis	Lautropia_mirabilis	Leuconostoc_citreum	Leuconostoc_gasicomitatum	Leuconostoc_kimchii	Leuconostoc_mesenteroides	Leuconostoc_unclassified	Macrococcus_caseolyticus	Megamonas_hypermegale	Megasphaera_micronuciformis	Meiothermus_silvanus	Methanobrevibacter_smithii	Methanobrevibacter_unclassified	Methanocorpusculum_labreanum	Methylobacterium_radiotolerans	Methylobacterium_unclassified	Mitsuokella_multacida	Mobiluncus_curtisii	Mobiluncus_unclassified	Mycobacterium_unclassified	Mycoplasma_hominis	Neisseria_flavescens	Neisseria_mucosa	Neisseria_sicca	Neisseria_subflava	Neisseria_unclassified	Odoribacter_splanchnicus	Olsenella_uli	Oribacterium_sinus	Oxalobacter_formigenes	Parabacteroides_distasonis	Parabacteroides_johnsonii	Parabacteroides_merdae	Parabacteroides_unclassified	Parascardovia_denticolens	Parvimonas_micros	Pediococcus_acidilactici	Pediococcus_pentosaceus	Peptoniphilus_harei	Peptoniphilus_unclassified	Peptostreptococcus_anaerobius	Peptostreptococcus_stomatis	Peptostreptococcus_unclassified	Phascolarctobacterium_unclassified	Porphyromonas_endodontalis	Porphyromonas_gingivalis	Porphyromonas_uenonis	Prevotella_bivia	Prevotella_buccae	Prevotella_buccalis	Prevotella_copri	Prevotella_disiens	Prevotella_multiformis	Prevotella_tannerae	Prevotella_timonensis	Propionibacterium_acnes	Propionibacterium_unclassified	Proteus_mirabilis	Proteus_penneri	Proteus_unclassified	Providencia_rettgeri	Pseudoalteromonas_haloplanktis	Pseudoalteromonas_unclassified	Pseudoflavonifractor_capillosus	Pseudomonas_aeruginosa	Pseudomonas_putida	Pseudomonas_unclassified	Pseudoramibacter_alactolyticus	Pyramidobacter_piscolens	Ralstonia_pickettii	Ralstonia_unclassified	Rhodopseudomonas_palustris	Roseburia_intestinalis	Roseburia_inulinivorans	Roseburia_unclassified	Rothia_dentocariosa	Rothia_mucilaginosa	Rothia_unclassified	Ruminococcus_albus	Ruminococcus_bromii	Ruminococcus_gnavus	Ruminococcus_lactaris	Ruminococcus_obeum	Ruminococcus_torques	Salmonella_typhimurium	Salmonella_unclassified	Serratia_unclassified	Shigella_boydii	Shigella_dysenteriae	Shigella_flexneri	Shigella_sonnei	Slackia_exigua	Slackia_unclassified	Solobacterium_moorei	Staphylococcus_aureus	Staphylococcus_epidermidis	Staphylococcus_haemolyticus	Staphylococcus_lugdunensis	Stenotrophomonas_maltophilia	Streptococcus_agalactiae	Streptococcus_anginosus	Streptococcus_australis	Streptococcus_bovis	Streptococcus_cristatus	Streptococcus_equinus	Streptococcus_gallolyticus	Streptococcus_gordonii	Streptococcus_infantarius	Streptococcus_infantis	Streptococcus_mitis	Streptococcus_mutans	Streptococcus_oralis	Streptococcus_parasanguinis	Streptococcus_peroris	Streptococcus_pyogenes	Streptococcus_salivarius	Streptococcus_sanguinis	Streptococcus_thermophilus	Streptococcus_vestibularis	Subdoligranulum_variabile	Succinatimonas_hippei	Sutterella_wadsworthensis	Turicibacter_unclassified	Veillonella_atypica	Veillonella_dispar	Veillonella_parvula	Veillonella_unclassified	Vibrio_furnissii	Victivallis_vadensis	Weissella_paramesenteroides	Yersinia_unclassified
276AQ_MBS550_C_POST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.49578	17.51347	4.72237	0	0	0	0	0	0	0	0	0.0005	0	0	0	0	1.17707	0.00628	5.00E-005	0	0.02585	0.20135	0.71113	0.00049	0.00229	3.54192	0.04824	0	23.26909	0.0063	14.58805	0.01606	0	0.05071	1.44499	0.4097	1.61856	0	0	0	0.00549	0	0	0	1.13665	0	0	0.08476	0	0.00481	0.04972	0	0	0	0	0	0	0	0	0.00082	0	0	0	0	0	0	0	0	0	0	0	0	0.00396	0.00336	0.00198	0	0	0.01296	0	0.00071	0	0.06583	0.00202	0.00057	0	0	0.00797	0	0	0	0.57562	0	0	0	0	0.00219	0.16066	0.76662	0.00E+000	0	0	0	0	0	0	0	0	0	0	0	0	0.07135	0	0	0.03667	0.31693	0	0	0.01886	0	0	0	0	0	0	0	0	0	0	0.04069	0	0.00626	0.5868	0.3106	0.00542	5.80633	0	0	6.73859	2.35E-001	0.43302	2.35318	0	0	0	0	0	0	0	0	0	0	0	0.00676	0	0	0	0	0.00053	0.01941	9.00E-005	0.0015	0	0	0.00E+000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0018	0	0	0	0	0	0	0	0	0	0.76724	0	0	0	0.00038	0	0	0	0	0.00E+000	0	0	0	0	0	0	0	0	2.1112	0	0	0.04628	0.0046	0.02064	1.85592	0	0	0	0	0	0	0.00194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00135	0	0	0	0	0.00255	0	0	0	0.36575	0.54369	0	0	0	0	0.0008	3.35167	0.01919	0.24456	0.23168	0.67616	0	0	0	0	0	0	0	0	0.0024	0	0	0	0	0	0	0	0.00647	0	0	0	0	0	0	0	0	0	0	0	0.00122	0	0	0.00118	0	0	0	0.01675	0	0	0	0	0	0	0	0	0	0	0
308HP_MBS089_A_INITIAL	0	0	0	0	0	0	0	0	0.0004	0	0	0	0.00E+000	0	0	0	45.37128	5.21749	1.41045	0	0	0	0	0	0	0.00281	0.03587	0.03301	0	0	0	0	3.87991	0	0	0	0.00178	0.26988	0.03105	0.14434	0.00026	4.19506	0.01138	0	0.53011	0.00049	1.54307	0.08482	0	0.62359	0.00458	0.0469	0.00483	0	0	0	0.00123	0.17018	0	0	0.17804	0.53194	0.44775	0.34718	0	0	0.01306	0	0	0	0.16075	0.00465	0.17706	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04686	5.00E-005	2.86E-003	0	0.08674	0	0	0.03765	0	0.02346	0	0.02873	0.00681	0	0	0	0.24581	0	0.02197	0	0	0	0	5.00E-005	0.00E+000	0.04914	0	0.03235	0	0	0	0	0	0	0	0	0	0	0.00015	0	0	0.22742	0	0	0.00435	0.14451	0	0	0.1569	0	0	0.03098	0	0.00252	0.00634	0.00758	0	0	0	3.90366	0	0	1.92725	0	0.02124	1.06337	0	0	0	0	0.00593	0.09861	0.12296	0	0	0	0	0	0	0	0	0	0	0.02623	0	0	0	0	0	0.0012	0.67319	0.09948	0.01673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001	0	0.00019	0	0	0	0	0	0	0	0	0	0	4.14014	0.14614	0	0	0	0	0	0	0.00258	0	0	0	0	0	0	0.51871	0	0	0.02159	0.00454	2.26861	0.00173	0.09758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00043	0	0.00081	0	0	0.0004	0	0	0	0	0	0	0	0	0.01866	1.44567	0	0	0	10.8401	0	0	0.00071	0.03734	0.3892	0	0	0.00011	0.00024	0.00122	4.67721	0.0274	0	0.00059	0.6765	0	0	0	0.00129	0	0	0	0	0.00176	0	0	0	0	0	0	0	0	0	0.00107	0	0	0	0	0.01256	0	0	0	0	0.00457	0	0	0.03137	0	0	0	0.00221	0	0	0	0.00083	0	0	0.00022	0	0.02008	0	0
308HP_MBS093_B_CLOSING	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42.12384	4.53677	1.44922	0	0	0	0	0	0	0.0004	0.01551	0.03747	0	0	0	0	6.69266	0.00062	0	0.00268	0.00208	0.18811	0.02714	0.27694	0.00018	3.24331	0.01432	0	0.4688	0.00037	1.84733	0.24345	0	0.23292	0.00577	0.09734	0.04534	0	0	0.00755	0.00232	0.09436	0	0	0.14985	0.31301	0.19747	0.28437	0	0	0.01224	0	0	0	0.07852	0	0.06233	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01407	0	0	0	0.07861	0	0	0.02166	0	0.04881	0	0.03187	0.00347	0	0	0	0.23665	0	0.02974	0	0.00465	0	0	0	0	0.04196	0	0.00792	0	0	0	0	0	0	0	0	0	0	0	0	0	0.19871	0	0	0	0.02169	0	0	0.14347	0	0	0.00732	0.00167	0	0	0	0	0.00243	0	6.68927	0	0	2.51368	0	0.0095	0.62633	0	0	0	0.00084	0.00067	0.01676	0.02398	0	0	0	0	0	0	0	0	0	0	0.01602	0	0	0	0	0	0.00072	0.12774	0.03156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00449	0	0	4.00478	0.19477	0	0	0	0	0	0	0.00117	0	0	0	0	0	0	0.89865	0	0	0.00911	0.00569	1.92136	0.01067	0.29443	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00158	0	0	0.0056	0	0	0	0	0	0	0	0	0	0	0	0	0.02972	9.81867	0	0	0	7.11319	0	0	0	0.02196	0.04723	0	0	0	0	0.00086	1.39313	0.02664	0	0	0.34582	0	0	0	0	0.00091	0	0	0	0.00323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00022	0	0	0.01651	0	0.00118	0	0.00136	0	0	0	0	0	0	0	0	0.10151	0	0
308HP_MBS096_C_POST	0	0	0	0	0	0	0	0	0.00563	0	0	0	0	0	0	0	6.00754	23.25104	1.86805	0	0	0	0	0	0	0.00308	0.12282	0.13294	0	0	0	0	12.7723	0	0	0	0.0018	0.0204	0.06625	0.05167	0	5.46103	0.00292	0	0.0023	0.0002	0.06703	0.32278	0	0.2088	0.00373	0.1216	0.00444	0	0	0.00064	0.07194	0.06071	0	0	16.12244	0.14699	0	0.16353	0	0	0.05129	0	0	0	0.13547	0	0.19809	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00414	0	0.0032	0.00317	0.05493	0	0	0.03421	0	0.1981	0	0.00906	0.00613	0.00019	0	0	0.28699	0	0.01437	0	0.0006	0	0	0.01159	0	0.6607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12838	0	0	0	0.05048	0	0	0.3622	0	0	0.00512	0	0	0	0.01135	0	0.02228	0.0001	9.40726	0.00064	0	0.13182	0	0.02003	0.06366	0	0	0.00344	0	0.00047	0.03933	0.03386	0	0	0	0.00278	0	0	0	0	0	0	0.10432	0	0	0	0	0	0.00995	0.03815	0.00884	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00344	0	0	0	0	0.12133	0	0	0	0	0	0	0	0	0	0	0	0	5.70133	0.11785	0	0	0	0	4.00E-005	0.00184	0.00287	0	0	0.00E+000	0	0	0	3.70444	0	0	0.00621	0.00333	1.21938	0.00149	0.1734	0	0	0	0	0	0.00186	0	0	0	0	0	0	0	0	0	0	0	0.0303	0	0	0	0	0	0	0	0	0	0	0	0.00707	0.00203	0	0.00118	0	0.06004	0	0	0	0.00497	0.0312	0	0	0	0	0	4.69134	0.0698	0	0.00013	4.81068	0	0	0	0.0058	0.00761	0	0	0	0.0115	0	0	0	0	0	0	0	0	0.00111	0	0	0	0	0	0.00537	0	0	0	0	0.00047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00852	0	0
308HP_MBS099_B_CLOSING	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.79156	5.14958	1.74053	0	0	0	0	0	0	0	0.01022	0.11634	0	0	0	0	2.33243	0	0	0	0.00305	0.13375	0.03477	6.69791	0.00034	30.35809	0.01195	0	0.31163	0.00036	0.54864	2.05622	0	0.70634	0.01156	0.53313	0.0077	0	0	0	0.01235	0.03512	0	0	0.84548	0.12271	0.02408	0.33081	0	0	0.0291	0	0	0	0.01082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01279	0	0.01026	0	0.37783	0	0	0.06303	0	0.15286	0	0.02873	0.07167	0	0	0	0.48843	0	0.04066	0	0.00169	0	0	0.00648	0	0.16222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.17477	0	0	0	0	0	0	0.33731	0	0	0.00346	0.00816	0	0	0	0	0	0	17.33823	0	0	0.60819	0	0.05357	0.06029	0	0	0	0	0	0.0185	0.01615	0	0	0	0.02551	0	0	0	0	0	0	0.06177	0	0	0.00132	0	0	0.00078	0.05255	0.0111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.39978	0.05618	0	0	0	0	0	0	0.00295	0	0	0	0	0	0	0.25062	0	0	0.00486	0.03365	2.02249	0.00738	1.31991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04338	0.02926	0	0.01423	0	2.58099	0	0	0	0	0	0	0	0	0	0	1.62385	0.05412	0	0	0.30291	0	0	0	0	0	0	0	0	0.00408	0	0	0	0	0	0	0	0	0.00651	0	0	0	0	0	0	0	0.00168	0	0	0	0	0	0	0	0	0	0.00055	0	0	0	0	0	0	0.00068	0	0.07316	0	0
308HP_MBS535_C_POST	0	0	0	0	0	0	0	0	0.00089	0	0	0	0	0	0	0	0.00999	29.81908	2.50079	0	0	0	0	0	0	0.0002	0.02114	0.07201	0	0	0	0	4.96363	0.00063	0	0	0.00371	1.02367	0.16629	2.29E-001	0.00344	3.54871	0.0613	0	4.13203	0.00118	29.06149	0.58717	5.76593	3.76514	0.00536	0.67491	0.00023	0	0	2.00E-005	0.00093	0.08366	0	0	0.31267	0.23998	0.37856	0.104	0	0	0.05776	0	0.00231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00141	0	0.01009	0.00084	0.16148	0	0	0.05478	0	0.13964	0.00E+000	3.67E-002	0.00784	0.00059	0	0	0.24978	0	0.02572	0	0.0005	0	0	0.00572	0	0.06645	0	0.00011	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03974	0	0	0	0.11173	0	0	0.05827	0	0	0.00116	0.00204	0	0.00136	0	0	0	0	2.83201	0	0	0.08436	5.00E-005	0.00532	0	0	0	0	0	0.00113	0.1479	0.12722	0	0	0	0.00662	0	0	0	0	0	0	0.00641	0.00E+000	0	0.00019	0	0	0.00171	0.02218	0.01926	0	0	0	0	0	0	0.0001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.92255	0	0	0.00692	0.02168	1.17179	0.01266	0.03135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00126	0	0	0	0	0	0	0	0	0	0	0	0	0.00207	0	0	0	0	0.00044	0	0	0.00334	0	0.04299	0	0	0.00398	0	0	1.73933	0.24675	0.00026	0.00332	1.93E+000	0	0	0	0.00031	0	0	0	0	1.80E-003	0	0	0	0	0	0	0	0	0.00279	8.00E-005	0	0	0	0	0.00399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00049	0.00228	0	0.01168	0	0
308HP_MBS546_C_POST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.50474	14.26019	2.26E+000	0	0	0	0	0	0	0.00201	0.01961	0.01598	0	0	0	0	2.75621	0.00649	0.00226	0	0.00361	0.4828	0.04209	0.46356	0.0014	10.76634	0.07623	0	1.79411	0.00099	11.51798	0.22283	0	1.58268	0.01172	0.21293	0.00232	0	0	0	0.041	0.65888	0	0	0.31745	1.91412	2.71343	0.14761	0	0	0.06718	0	0	0	0.10068	0.00777	0.09454	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00346	0	0.01382	0	0.15695	0	0	0.19087	0	0.03871	0	0.01633	0.04109	0.00179	0	0	0.15663	0	0.02289	0	0.00308	0	0	0	0	0.22763	0	0.00046	0	0	0	0	0	0	0	0	0	0	0	0	0	0.21064	0	0	0.03625	0.40431	0	0	0.03563	0	0	0.00271	8.00E-005	0	0	0	0.00976	0	0	3.51468	0	0	7.10799	2.00E-005	0.00194	0.00041	0	0	0	0	0.00719	1.1696	1.017	0	0	0	0.00158	0	0	0	0	0	0	0.03215	0	0	0	0	0.00068	0.00538	0.013	0.00779	0	0	0	0	0	0	0.00958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00029	0	0	1.9513	0.05517	0	0	0	0	0	0	0	0	0	0	0	0	0	2.32028	0	0	0.02337	0.00776	3.03911	0.00547	0.17308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02478	0	0	0.00217	0	0	0	0	0	0	0	0	0.00883	4.00E-005	0	0.00312	0	0.01752	0	0	0	0.00021	0.53958	0	0	0.00129	0	0	6.6482	0.21382	0.00011	0.00675	0.37742	0	0	0	0.02578	0.00092	0	0	0	0.0013	0	0	0	0	0	0	0	0	0.00134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00016	0	0	0	0	0	0	0	0	0.01413	0	0
392XO_MBS545_B_CLOSING	0.02777	0	0	0	0	0	0	0	0.00093	0	0	0	0	0	0	0	0.01713	0.10215	0.03116	0.02987	0	0	0	0	0	0	0	0	0	0	0	0	0.00386	0.00131	0	0	0	0.00713	0.00043	0	0	0.00691	0.0116	0	0.00778	0	0.01653	0	6.75409	0.00206	0.01514	0.00163	0	0	0	0	0.00667	0	0	0	0.40744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01024	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00E+000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00E+000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01339	82.03249	0	0	0	0	0	0.35572	0	1.31263	0	0	0	0	0.0116	0.00047	0	0	0	0	0	0.00702	0.01232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00482	0	1.17618	0.17231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00087	0.00057	0	0	0	0.00144	0.02589	7.20259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00314	0	0.00E+000	0	0.02523	0	0	0	0	0	0	1.51E-001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0054	0	0	0	0.01883	0	0	0.00445	0	0	0	0	0	0	0	0	0	0	0
392XO_MBS547_C_POST	0	0	0	0	0	0	0	0	0.01891	0	0	0	0	0	0	0	0.01056	0.14274	0.27609	0.71887	0	0	0	0	0	0	0	0	0	0	0	0	0.01545	4.13876	0	0	0.00575	0.00941	0.00741	7.25E+000	0	0.01442	0.02435	0	0.00497	0	0.80221	0.00616	34.55167	0.00396	1.70475	0.01862	0	0	0	0	0.0021	0	0	0	1.41204	0	0	0.24342	0	0.2773	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01429	0	0	0	3.69093	0	0	0.06337	0.05879	0	0	0	0	0	0	0	0	0	0.05148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12071	0	0	0.48278	0	0.00E+000	0	0	0	0.18201	0	6.03424	0	0	9.00E-005	0	1.02E-001	0	0	0	0	0	0	0.00242	0.00797	0	0	0	0	0	0	0	0	0	0	5.30E-002	0	0	0	0	0.00836	0	8.58954	0	0.00089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00266	0	0	0.02479	0	0.00167	0.01424	14.25166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00E+000	0.00068	0	0.00E+000	0	0	0	0.00031	0.39814	0.00E+000	0	13.46673	0	0	0	0	0	0	0.58176	0	0.00312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01082	0	0	0	0.01586	0	0	0.02965	0	0.064	0	0	0	0	0	0	0	0	0
392XO_MBS549_A_INITIAL	0	0.31494	0	0.00075	0	0	0.00211	0	0.00069	0	0	0.00349	0	0.00E+000	0	0	1.05155	38.50091	4.43061	0	0	0	0	0	0	0	0.00906	0.14063	0	0	0	0	3.11411	24.88444	0	0	0.05803	0.00559	0.00412	1.22729	0.0014	0.0704	0.00342	0	0.00288	0	1.02777	0.03136	0	0.00603	0.77541	0.01243	0	0	0	0	0.00175	0.00191	0.01878	0	7.06257	0.00608	0	0.73361	0	0.11387	0	0	0	0	0.01404	0.00753	0.01286	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00049	0	0.07106	0	0.19146	0	0	0.09618	0	0.16109	0	0.12949	0.00736	0	0	0	0.29508	0.00E+000	0.01378	0	2.95011	0	0.00128	0	0	0.01666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06324	0	0	0	0	0.0003	0	0.0776	0	0	0.00203	0.00073	0	0	0	0	0.07754	0	0.61194	0	0	0	0	0.35515	0.00028	0	0	0	0	1.64893	0.07691	0.75022	0	0	0	0	0	0	0	0	0	0	0.01638	0	0	0	0	0.00195	0.0187	0.04939	0.03004	8.00E-005	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00222	0	0	0.00147	0.12251	0	0	0	0	0	0	0	0	0	0.00168	0	0	0	0	0.00015	0	0	0	0	0	0	0	0	0	0	0	0	0.82641	0.00045	0	0.01122	0.00027	0.47297	0.51721	0.34783	0.00025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04858	0	0	0	0	0.00075	0	0	0	0	0.00074	0	0	0.00356	0	0	3.57E+000	0.00483	0	0.97809	0.89625	0	0	0	0	0	0	0	0	0.00711	0	0	0	0	0	0	0	0.00124	0.01888	0	0.00087	0	0	0	0.00524	0	0	0	0	0.003	0	0	0.0004	0.00474	0	0	0.01455	0	0.01714	0	0	0	0.00088	0	0	0	0	0
