Index	s__Abiotrophia_defectiva	s__Acidaminococcus_fermentans	s__Actinomyces_odontolyticus	s__Actinomyces_oris	s__Actinomyces_viscosus	s__Aggregatibacter_aphrophilus	s__Aggregatibacter_segnis	s__Akkermansia_muciniphila	s__Alistipes_putredinis	s__Alistipes_shahii	s__Alistipes_unclassified	s__Anaerococcus_unclassified	s__Anaerofustis_stercorihominis	s__Anaerostipes_caccae	s__Anaerotruncus_colihominis	s__Atopobium_parvulum	s__Atopobium_rimae	s__Atopobium_vaginae	s__Bacteroides_caccae	s__Bacteroides_cellulosilyticus	s__Bacteroides_coprocola	s__Bacteroides_coprophilus	s__Bacteroides_dorei	s__Bacteroides_eggerthii	s__Bacteroides_finegoldii	s__Bacteroides_fragilis	s__Bacteroides_helcogenes	s__Bacteroides_intestinalis	s__Bacteroides_ovatus	s__Bacteroides_pectinophilus	s__Bacteroides_plebeius	s__Bacteroides_salanitronis	s__Bacteroides_stercoris	s__Bacteroides_thetaiotaomicron	s__Bacteroides_unclassified	s__Bacteroides_uniformis	s__Bacteroides_vulgatus	s__Bacteroides_xylanisolvens	s__Bifidobacterium_adolescentis	s__Bifidobacterium_angulatum	s__Bifidobacterium_animalis	s__Bifidobacterium_bifidum	s__Bifidobacterium_breve	s__Bifidobacterium_catenulatum	s__Bifidobacterium_dentium	s__Bifidobacterium_longum	s__Bifidobacterium_pseudocatenulatum	s__Bifidobacterium_unclassified	s__Bilophila_wadsworthia	s__Blautia_hansenii	s__Blautia_hydrogenotrophica	s__Blautia_unclassified	s__Brachyspira_unclassified	s__Brucella_ceti	s__Brucella_suis	s__Burkholderia_unclassified	s__Butyrivibrio_crossotus	s__Butyrivibrio_unclassified	s__Campylobacter_concisus	s__Campylobacter_gracilis	s__Campylobacter_hominis	s__Candidatus_Carsonella_ruddii	s__Catenibacterium_mitsuokai	s__Cellulophaga_unclassified	s__Citrobacter_koseri	s__Citrobacter_unclassified	s__Clostridium_asparagiforme	s__Clostridium_bartlettii	s__Clostridium_bolteae	s__Clostridium_cf	s__Clostridium_hathewayi	s__Clostridium_hylemonae	s__Clostridium_leptum	s__Clostridium_methylpentosum	s__Clostridium_nexile	s__Clostridium_scindens	s__Clostridium_symbiosum	s__Collinsella_aerofaciens	s__Collinsella_intestinalis	s__Collinsella_stercoris	s__Collinsella_unclassified	s__Coprobacillus_bacterium	s__Coprococcus_catus	s__Coprococcus_comes	s__Coprococcus_eutactus	s__Deinococcus_unclassified	s__Desulfovibrio_desulfuricans	s__Desulfovibrio_piger	s__Dialister_invisus	s__Dorea_formicigenerans	s__Dorea_longicatena	s__Eggerthella_lenta	s__Enterobacter_cancerogenus	s__Enterobacter_cloacae	s__Enterobacter_unclassified	s__Enterococcus_faecium	s__Enterococcus_unclassified	s__Escherichia_coli	s__Escherichia_fergusonii	s__Escherichia_unclassified	s__Eubacterium_eligens	s__Eubacterium_hallii	s__Eubacterium_limosum	s__Eubacterium_rectale	s__Eubacterium_siraeum	s__Eubacterium_ventriosum	s__Faecalibacterium_cf	s__Faecalibacterium_prausnitzii	s__Faecalibacterium_unclassified	s__Fusobacterium_mortiferum	s__Gardnerella_vaginalis	s__Gemella_moribillum	s__Gemella_unclassified	s__Gordonibacter_pamelaeae	s__Granulicatella_adiacens	s__Granulicatella_unclassified	s__Granulicella_unclassified	s__Haemophilus_influenzae	s__Haemophilus_parainfluenzae	s__Holdemania_filiformis	s__Klebsiella_pneumoniae	s__Klebsiella_unclassified	s__Lactobacillus_acidophilus	s__Lactobacillus_casei	s__Lactobacillus_delbrueckii	s__Lactobacillus_iners	s__Lactobacillus_paracasei	s__Lactobacillus_rhamnosus	s__Lactococcus_lactis	s__Leuconostoc_gasicomitatum	s__Leuconostoc_unclassified	s__Marvinbryantia_formatexigens	s__Megamonas_hypermegale	s__Megasphaera_micronuciformis	s__Methanobrevibacter_smithii	s__Methanobrevibacter_unclassified	s__Methanosphaera_stadtmanae	s__Mitsuokella_multacida	s__Mycobacterium_unclassified	s__Neisseria_unclassified	s__Odoribacter_splanchnicus	s__Oribacterium_sinus	s__Oxalobacter_formigenes	s__Parabacteroides_distasonis	s__Parabacteroides_johnsonii	s__Parabacteroides_merdae	s__Parabacteroides_unclassified	s__Parvimonas_micros	s__Peptoniphilus_unclassified	s__Peptostreptococcus_anaerobius	s__Peptostreptococcus_unclassified	s__Phascolarctobacterium_unclassified	s__Porphyromonas_asaccharolytica	s__Porphyromonas_uenonis	s__Prevotella_bergensis	s__Prevotella_bivia	s__Prevotella_buccae	s__Prevotella_buccalis	s__Prevotella_copri	s__Prevotella_disiens	s__Prevotella_marshii	s__Prevotella_multiformis	s__Prevotella_oralis	s__Prevotella_timonensis	s__Prevotella_veroralis	s__Propionibacterium_acnes	s__Propionibacterium_freudenreichii	s__Propionibacterium_unclassified	s__Pseudoflavonifractor_capillosus	s__Pseudomonas_aeruginosa	s__Pseudomonas_unclassified	s__Roseburia_intestinalis	s__Roseburia_inulinivorans	s__Roseburia_unclassified	s__Rothia_dentocariosa	s__Rothia_mucilaginosa	s__Rothia_unclassified	s__Ruminococcus_albus	s__Ruminococcus_bromii	s__Ruminococcus_gnavus	s__Ruminococcus_lactaris	s__Ruminococcus_obeum	s__Ruminococcus_torques	s__Salmonella_typhimurium	s__Selenomonas_unclassified	s__Shigella_boydii	s__Shigella_dysenteriae	s__Shigella_sonnei	s__Slackia_unclassified	s__Solobacterium_moorei	s__Streptococcus_australis	s__Streptococcus_cristatus	s__Streptococcus_gallolyticus	s__Streptococcus_gordonii	s__Streptococcus_infantis	s__Streptococcus_mitis	s__Streptococcus_mutans	s__Streptococcus_oralis	s__Streptococcus_parasanguinis	s__Streptococcus_salivarius	s__Streptococcus_sanguinis	s__Streptococcus_thermophilus	s__Streptococcus_vestibularis	s__Subdoligranulum_variabile	s__Sutterella_wadsworthensis	s__Turicibacter_unclassified	s__Veillonella_atypica	s__Veillonella_dispar	s__Veillonella_parvula	s__Veillonella_unclassified	s__Victivallis_vadensis
P21E7	0	0	0	0	0	0	0	9.97476	11.2797	2.70635	0	0	0	0.00868	0.05084	0	0	0	0.0002	0	0	0	0.00068	0.16988	0.12595	0.01006	0.0033	0	7.92352	0	0	0	24.9739	0	0	0.6309	5.31239	3.00301	0	0	0	0	0	0	0	0	0	0	0.72946	0	0.07416	0	0	0	0	0	0	0.00049	0	0	0	0	0	0	0	0	0.8635	0	5.22164	0.51998	0.03819	0	0.02743	0.79902	0	0.19241	0.08631	0	0	0	0	0.08249	0	0.05858	0	0	0.15871	0	0.01766	0	0	0.03179	0	0	0	0	0	0.06941	0	0	0.10989	0	0.02851	0	9.16566	0.00153	3.48614	0.33455	0.38167	0.03983	0	0	0	0.01029	0	0	0	0	0	0.0774	0	0	0	0	0	0	0	0	0	0	0	0.00143	0	0	0	0	0	0	0.00079	0	0.70234	0	0.07573	0	0	4.11871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00979	0	0	0	0	0	0	0	0	0	1.44933	0.00014	0	0.00069	4.85023	0	0	0	0	0	0	0	0.00176	0	0	0	0	0	0	0	0	0	0	0	0	0.00505	0	0	0	0	0	0	0
P21E90	0	0	0.00061	0	0	0	0	61.32675	0.32082	1.97145	0	0.00129	0	0.00703	0.01615	5.00E-05	0	0	0	0	0	0	0.00013	0.01898	0.26637	0.04533	0.00078	0	0.30431	0	0	0	2.40626	0	1.92267	0.10099	0.39937	0.12791	0	0	0.05973	0	0	0	0	0.02502	0	0	1.1072	0	0.02905	0	0	0	0	0	0	0.00047	0	0	0	0	0	0	0	0.00814	0.01831	0	0.19222	0.14432	0.03978	0.00072	0.06817	0.05437	0	0.00494	0.05062	1.78909	0	0	0	0.07212	0.01194	0.00813	0	0	0.26035	0	3.79498	0.0049	0.00027	0.41553	0	0	0	0	0	12.31952	0.00017	0	0.019	0	0.0083	0	0.64269	0.0021	0.03072	0.11362	0.01259	0	0	0	0	0.28259	0	0	0	0	0	0.10327	0	0	0	0	0	0	0	0	0	0	0	0.06667	0	0	0	0	0	0	0.00078	0	0.06249	0.00133	0.18377	0	0	4.24679	0	0	0.00039	0	0	0	0	0	0	0.00163	0	0	0	0.00101	0	0	0	0.0187	0	0	0	0	0.00709	0	0	0	0	0	0.00098	0.00012	0.00031	0	3.34413	0	0	0.15788	0.91149	0	0	0	0	0	0.00697	0	0	0	0	0	0	0	0	0	0.0002	0.00748	0.0004	0.02817	0	0.00197	0	0	2.00E-05	0	0	0.00021	0
P22E0	0	0	0	0	0	0	0	0.0236	16.08221	1.35085	0	0	0	0	0.02165	0	0	0	0.26859	4.11888	0	0	0	0.53097	0.02057	0.10859	0.00377	9.58816	6.18059	0	0	0	31.85357	1.21029	0	0.18092	0	2.59211	0	0	0	0	0	0	0	0.05724	0.01801	0	0.51026	0	0	0.05232	0	0	0	0	0	0.00265	0	0	0	0	0	0	0	0	0.05999	0.00316	0.0372	0.02957	0.00311	0	0.0216	0	0	0.00731	0.029	0.06325	0	0	0	0	0	0.14013	0	0	0.11007	0	7.06141	0.0229	0.04266	0.02274	0	0	0	0	0	0.14203	0	0	1.32091	0.02138	0	1.99191	0.00392	0.01727	0.43644	2.54575	0.99797	0	0	0	0	0.0226	0	0	0	0	0.00212	0.17241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.1625	0	0	0	3.13551	0.00139	0.31937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01169	0	0	1.94577	2.17511	0	0	0	0	0.00122	0.01565	0	0	0.06646	0.0143	0	0	0	0	0	0	0	0.00719	0	0	0	0	0	0	0	0	0.00158	0	0	0	0.01155	0	0	0	0.00015	0.0151	0.00834	0
P22E7	0	0	0	0	0	0	0	0	22.90694	0.77686	0	0	0	0	0	0	0	0	0.02435	14.46311	0	0	0	0.02586	0.05105	0.85752	0.00039	9.9916	4.50507	0	0	0	0.78911	1.28499	6.19665	0.0001	0.00028	3.97829	0	0	0	0	0	0	0	0	0	0	0.39461	0	0.01655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00079	0.06239	0	0.55337	0.00722	0.00151	0	0.0235	0.02988	0	0	0.90396	0	0	0	0	0.00153	0	0	0	0	0.07434	0	0	0	0	0	0	0	0	0	0	2.8247	0	0	0	0	0	0	0.04988	0	0.0211	0.41479	0.1573	0	0	0	0	0.00168	0	0	0	0	0	0.00281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.61247	4.00E-05	0	0	24.60927	0.00862	3.24755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0066	0	0	0.09386	0	0	0	0	0	0	0	0	0	0	0.00347	0	0	0	0	0	0	0	0.00431	0	0	0	0	0	0	0	0	0	0.00323	0	0	0.00127	0	0	0	0	0	0	0
P22E90	0	0	0	0	0	0	0	0.00973	9.46357	1.5658	0	0	0	0	0.03963	0	0	0	0.77402	3.95863	0	0	0	0.58008	0.02347	0.12616	0.00383	4.40517	6.9426	0	0	0	33.72082	0.42143	0	0.23055	0	3.35216	0	0	0.13499	0	0	0	0	0.09041	0.08535	0	0.49163	0	0.00143	0.02037	0	0	0	0	0	0.00377	0	0	0	0	0	0	0	0	0.02287	0	0.07447	0.01987	0.00426	0	0.53644	0.00104	0	0.02217	0.01783	0.13005	0	0	0	0.00138	0	0.10613	0	0	0.03421	0	12.8464	0.0314	0.12974	0.00324	0	0	0	0	0	0.23067	0	0	2.05959	0.03828	0	3.94136	0.19277	0.00032	0.40372	1.95251	0.41379	0	0	0	0	0.01238	0.00064	0.00264	0	0	0.18998	0.43798	0	0	0.01417	0	0	0	0	0	0.00279	0	0	0	0	0	0	0	0	0	0	0	1.39983	0	0	0	3.29956	0.0012	0.53291	0	0	0	0	0	0.00175	0.00191	0	0	0	0	0	0	0	0	0	0.00128	0	0	0.02002	0	0.0039	0	0	2.72214	1.06689	0	0	0	0	0.0008	0.00101	0.01892	0	0.04761	0.03263	0	0	0	0	0	0	0.0002	0.02104	0	0	0	0.00221	0.00443	0	0	0	0	0	0.41986	0	0.00949	0	0	4.00E-05	0.00284	0.01886	0.03612	0
P23C0	0	0	0.02521	0	0.00052	0	0	0.25625	41.85	3.45232	0	0	0	0	0.15963	9.00E-05	0	0	8.00E-05	0	0	0	0.02804	0.00417	0.04967	0	0.00162	0	1.13099	0	0	0	2.38046	0.4664	5.50462	1.00371	3.56025	0.52014	0.00045	0	0	0	0.00061	0	0	2.36232	0	0	0.09264	0	0.01873	0.00944	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00084	0.05177	0.00334	0.08931	0.09658	0.01115	0	0.32584	0	0	0.00039	0.07545	1.40585	0.52916	0.15333	0	0	0.00354	0	0	0	0.54809	1.88552	5.86282	0.0813	0.23136	0.00184	0	0	0	0	0	0.84399	0	0	0.51523	0.17899	0	0.00562	0.06259	0	2.47829	1.24579	0.32117	0	0	0	0	0.01235	0	0.00043	0	0	0	0.92361	0	0	0	0	0	0	0	0	0.00021	0	0	0	0	0	0	0	0	0	0	0	1.34664	0	0	0.14284	0	8.67616	1.32298	0	0	0	0	0	0	0	0	0.00228	0	0	0	0	0	0	0	0	0	0	0	0	0.20568	0	0	0.00174	0.02708	0	0	0.00506	0	0.00155	5.4086	0.00198	0.16378	0.13912	1.38357	0	0	0	0	0	0.0104	0	0.0089	0	0	0.00122	0.00083	0.00831	0	0	0.19053	0.06438	0.02116	0.00332	0.004	0.01447	0	0	0.00105	0	0.00668	0.00158	0
P23C7	0	0	0.05143	0.00124	0.00454	0	0	1.02878	27.85907	3.65844	0	0	0	0	0.13925	0	0	0.00155	0	0	0	0	0.03203	0.00257	0.06996	0	0.00099	0	1.28927	0	0	0	2.13084	0.43454	4.69551	0.958	2.87363	1.10119	0	0	0	0	0	0	0.00012	3.76299	0	0	0.30599	0	0.03113	0.00945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05122	0.01419	0.11173	0.1273	0.18308	0.00151	1.83588	0	0	0.00835	0.18236	3.63738	1.13062	0.12894	0	0	0.05749	0	0	0	0.68484	2.69079	1.95109	0.2878	0.0262	0.03418	0	0	0	0	0	0.33215	0	0	0.34916	0.42053	0	0.00645	0.07951	0	0.72337	1.33381	0.05635	0	0.00142	0	0	0.06656	0	0.00192	0	0	0	1.85083	0	0	0	0	0	0	0	0	0.00024	0	0	0	0	0	0	0	0	0	0.00217	0	1.04263	0	0	0.17716	0	7.89099	0.73041	0	0	0	0	0	0	0	0	0.01206	0	0	0	0	0	0	0	0	0	0	0	0	0.18325	0	0	0.02978	0.07942	0	0	0.01458	0	0.00346	17.79865	0	0.06428	0.72991	1.05577	0	0	0	0	0	0.02468	0.00212	0.09087	0	0	0.00616	0.00574	0.01195	0	0	0.73511	0.20913	0.05671	0.14628	0.02633	0.03473	0	0	0.00712	0	0	0.00334	0
P23C90	0.00508	0	0.03014	0	0.00054	0	0	0.03367	33.35651	3.58633	0	0	0	0	0.0797	0.00019	0	0	0.00061	0	0	0	0.04747	0.01305	0.08916	0	0.00377	0	1.56412	0	0	0	9.29976	1.05709	12.03444	2.13618	7.59085	0.53466	0	0	0	0	0	0	0	0.78179	0	0	0.19739	0	0.02195	0.00508	0	0	0	0	0	0	0	0	9.00E-05	0	0	0	0	0	0.01595	0	0.05407	0.0204	0.11786	0	0.05905	0	0	0.0043	0.05047	0.91054	1.33223	0.34899	0	0	0.0033	0	0	0	0.40143	1.36062	0.1593	0.0731	0.15586	0.00277	0	0	0	0	0	1.66364	0	0	0.03438	0.04725	8.00E-05	0.23102	0.00389	0	0.85843	1.03045	0.15323	0	0.00054	0	0	0.00247	0.00227	0.00614	0	0	0.00162	0.64131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.06568	0	0	0.16029	0	9.10348	1.26633	0	0.00186	0	0	0	0.00355	0.00193	0	0.11374	0	0	0	0.0177	0	0	0	0	0	0	0	0	0.04843	0	0	0.06812	0.1046	0	0	0	0	0.00047	1.99829	0.00307	0.01442	0.07084	2.37264	0	0	0	0	0	0.02228	5.00E-05	0.0156	0.00039	0	0.00107	0.00733	0.06351	0	0.00063	0.14192	0.01408	0.05612	0.00827	0	0.00418	0	0	0.00067	0	0.00648	0.00202	0
P25C0	0	0	0.00307	0	0	0.00038	0.00129	1.0127	17.96373	5.06453	0	0	0	0	0.00467	0	0	0	0.00048	0	0	0	0.00115	11.56203	0.07054	0.03199	0.00112	0	0.60057	18.73937	0	0	0.00233	0.01728	0	1.46293	10.32671	0.3669	0	0	0	0	0	0	0.00061	0	0.39085	0	0.03597	0	0	0.01792	0	0	0	0	0	0.00528	0	0	0	0	0	0	0	0	0.01009	0	0.0017	0.0062	0	0	0.0319	0	0	0	0	0	0	0	0	0	0.00831	0.11842	0.01083	0	0.00233	0	0	0.02481	0.07407	0.03699	0	0	0	0	0	0	0	0	1.94264	0.01375	0	3.90208	0.02415	0.12111	0.49166	3.11991	1.77563	0	0	0	0	0.00482	0.00074	0.00171	0	0	2.33844	0.10591	0.00638	0.00037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.68634	0	0	0.00193	0	1.6267	0.09409	0	0	0	0	1.10946	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00244	0	0.04698	1.77645	0.17566	0	0	0.00557	0	0.00019	4.29489	0.00196	0	0.02185	0.24092	0	0	0	0	0	0	0	0.01835	0	0	0	0	0.00082	0	0	0.13744	0.03923	0	0.32418	0	0.00777	7.36445	0	0.03574	0.00863	0.03606	0.0825	6.00E-05
P25C7	0	0	0.00909	0	0	0.00146	0.00936	0.04962	14.54591	2.39428	0	0	0	0	0.00307	0.00021	0	0	0.00102	0	0	0	0.00295	12.09547	0.16394	0.05129	0.00197	0	1.91134	7.44305	0	0	0.00418	0.01105	0	1.68546	19.57414	1.02263	0	0	0.07134	0	0	0	0.00289	0	1.30622	0	0.03331	0	0	0.02209	0	0	0	0	0	0.00569	0.0116	0	0	0	0	0	0	0	0.00151	0	0.00104	0.00721	0	0	0.04715	0	0	0	0	0	0	0	0	0.01607	0.04045	0.21183	0.015	0	0.00381	0	0	0.07115	0.13475	0.02672	0	0	0	0	0	0.02311	0	0	1.30863	0.04359	0	3.13094	0.0057	1.04809	0.54043	3.14901	1.59924	0	0	0	0	0.01866	0.00365	0.00744	0	0.00016	2.58131	0.08694	0	0	0	0	0.00752	0	0	0	0.0033	0	0	0	0	0.00028	0	0	0	0	0	0	0.7528	0	0	0.00775	0	2.17945	0.08702	0	0	0	0	4.44072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00192	0	0	1.64636	0.15926	0	0	0.01118	0	0.00061	1.30636	0.00596	0	0.17486	0.35025	0	0	0	0	0	0	0	0.06041	0.00147	0	0	0.00689	0.0084	0	0	0.65275	0.13392	0.00164	0.09892	0.01001	0.01149	8.62622	0.00036	0.80315	0.44462	0.42658	1.0141	0
P25C90	0	0	0.00088	0	0	0	0.00296	7.85848	21.23622	7.34164	0	0	0	0	0.00652	0	0	0	0.00041	0	0	0	0.01707	20.57314	0.13359	0.03758	0.00097	0	1.8473	0	0	0	0.00367	0.03932	0	1.72306	15.59268	1.27628	0	0	0.00157	0	0	0	0	0	1.1812	0	0.04273	0	0	0.01508	0	0	0	0	0	0.00463	5.00E-05	0	0	0	0	0	0	0	0.01071	0.0084	0.00062	0.01056	0.00115	0	0.00958	0.0002	0	0	0	0	0	0	0	0	0.01129	0.08191	0.00564	0	0.00536	0	0	0.02105	0.04777	0.00564	0	0	0	0	0	0	0	0	3.13575	0.01255	0	1.83872	0.11368	0.03669	0.63752	2.36758	1.348	0	0	0	0	0.01056	0.00024	0.00069	0	0	0.8502	0.13313	0	0	0	0	0	0	0	0	0.10639	0	0	0	0	0	0	0	0	0	0.00106	0	1.1896	0	0	0.01577	0	1.4134	0.13851	0	0	0	0	0.372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00476	0	0	0.00243	0.14719	0	0	0.00622	0.00092	0.00015	2.92401	0.00391	0.13778	0.03312	0.04298	0	0	0	0	0	0	0	0.00922	0	0	0	0.00188	0.00115	0	0	0.11913	0.07033	0	0.2856	0.0012	0.00988	3.12546	0	0.11522	0.01664	0.03141	0.02889	0
P2E0	0	0	0	0	0	0	0.00015	0.78712	23.89874	0.86267	0	0	0	0	0.00615	0	0	0	1.69626	0	42.24299	0.00073	0.41147	0.015	4.56986	0.00672	0.00124	0	2.51378	0	0.00058	0.00051	0.06294	0.03584	0	0.02674	1.15995	1.57872	0.03145	0	0	0	0	0.00018	0	0	0.00949	0	0.57848	0	0	0.01128	0	0	0	0	0	0.00036	0	0	0	0	0	0	0	0	0.0839	0	0.18396	0.00467	0.02452	0	0.00241	0.00014	0	0.00464	0.00145	0.19543	0	0	0	0.00231	0.01869	0.08412	0.76689	0	0.04964	0	0.41727	0.03865	0.0158	3.00E-05	0	0	0	0	0	0.01239	0	0	0.44687	0.01602	0	0.76238	0	0.02691	1.31094	4.15864	1.81899	0	0	0	0	0.00056	0	0	0	0	0.08923	0.00556	0	0	0	0	0	0	0	0	0	0.00016	0.00069	0	0	0	0	0	0	0	0	0.00072	1.28419	0	0.01162	0.00028	3.46785	1.54492	0.5148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00037	0	0	0	0	0	0.01274	0	0.02706	0.76512	0.00101	0	0	0.00037	0	0.00028	0.62152	0	0.05692	0.03378	0.39822	0	0	0	0	0	0.00872	0	0.02634	0	0	0	0	0	0	0	0.00673	0.04452	0	0.00064	0.00364	0.01433	0	0	0.00931	0.00397	0.02738	0.03199	0
P2E7	0	0	0	0	0	0	0	1.17235	18.72275	0.89871	0	0	0	0	0.0051	0	0	0	1.37146	0	46.9894	0.00019	0.35913	0.01753	3.57616	0.00459	0.00157	0	2.52548	0	0.00014	0.00063	0.07918	0.01758	0	0.01484	0.85191	1.77759	0.0208	0	0	0	0	0	0	0	0.00538	0	0.44143	0	0	0.00963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.17384	0	0.39146	0.00608	0.0479	0	0.00282	0	0	0.01005	0.00153	0.19996	0	0	0	0.00073	0.0102	0.04161	0.54303	0	0.02215	0	0.25149	0.01949	0.00956	0	0	0	0	0	0	0.01662	0	0	0.52062	0.00639	0	0.3879	0	0.01075	0.9382	5.3494	1.30415	0	0	0	0	0.00036	0	0	0	0	0.07622	0.00472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.93191	0	0.01128	0	5.16721	0.99316	1.0102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00011	0	0.01164	0	0.01416	0.63395	0.00095	0	0	0	0	0.00024	1.20403	0	0.05208	0.0211	0.60609	0	0	0	0	0	0.00269	0	0.02096	0	0	0	0	0	0	0	0.00202	0.02221	0	0	0.00139	0.01548	0	0	0.00397	0.00041	0.00636	0.03077	0
P2E90	0	0	0.0014	0	0	0	0	0	37.20136	2.04234	0	0	0	0	0.00823	0	0	0	3.43902	6.00E-05	25.61779	0.00284	0.44041	0.03998	2.14491	0.0319	0.01008	9.00E-05	0.21028	0	0.00179	0.00321	0.12129	0.01316	0	0.30669	3.58202	0.16848	0.01034	0	0.11737	0	0	0	0	0	0	0	0.51517	0	0	0.03646	0	0	0	0	0	0.00277	0	0	0	0	0	0.00135	0	0	0.01178	0	0.01456	0.00267	0.00284	0	0.00375	0	0	0	0.00187	0.02665	0	0	0	0	0.00813	0.15281	0.15407	0.00249	0.0726	0	3.56999	0.1078	0.10557	0.00491	0	0	0	0	0	0.33083	0	0	1.69016	0.03935	0	0	0	0.08207	0.22577	2.14095	1.3558	0	0	0	0	0.00286	0	0	0	0	0.3593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.27914	0	0.03282	0.00025	0.33071	4.85934	0.4494	0	0	0	0	0	0.00369	0.00135	0	0	7.00E-05	0	0	0	0	0	0	0.02802	0	0	0	0	0.01332	0	0.00327	0.37435	0	0	0	0	0	0	3.30353	0	0.28318	0.03239	0.76653	0	0	0	0.00969	0	0.00619	0	0.05783	0	0	0	0	0.00088	0	0	0.03809	0.06168	0	0.00058	0.00333	0.00933	0	0	0.0845	0.03393	0.08191	0.23085	0
P38C0	0	0	0.00037	0	0	0	0	0	25.68626	6.88849	0	0	0	0	0.00892	0	0	0	1.50427	2.58717	0	0	0.06043	0.08514	3.97543	0.00066	0.00359	0.0028	0.02434	0	0	0	2.60809	0.00964	9.86924	0.33802	10.95667	0.19327	0	0	0	0	0	0	0	0.01518	0	0	0.11324	0	0.0001	0.0869	0	0	0	0	14.94743	0	0	0	0	0	0	0	0	0	0.06362	0	0.02078	0.00625	0.00148	0	0.02928	0.01663	0	0	0.00973	0.13217	0	0	0	0	0.03618	0.01573	0.41951	0	0.1701	0.80583	0	0.09692	0.03033	0	0	0	0	0	0	0	0	0	1.93948	0.06519	0	1.2892	0	0.0019	0.27506	2.6178	0.46089	0	0	0	0	0.02398	0	0	0	0	0.00229	0.18949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00081	0	1.17429	0	0	0.02019	0	3.05757	0.3353	0	0.0008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00098	0	0.14856	0	0	0.00061	2.62346	0	0	0	0	0.00087	0.36244	0.0023	0	0.05234	0.22695	0	0	0	0	0	0	0	0.00111	0	0	0	0	0.00094	0	0	0.02291	0.01239	0.00066	0.00501	0	0.004	3.24508	0	0.00359	0.00089	0.00452	0.00155	0
P38C7	0	0	0.00039	0	0	0	0	0	36.77732	10.18401	0	0	0	0	0.04114	0.00022	0	0	1.54155	2.1191	0	0	0.08638	0.05804	1.26768	0.0008	0.00116	0.00189	0.04168	0	0	0	3.14572	0.01708	2.59292	0.17402	6.42607	0.17446	0	0	0	0	0	0	0	0.01097	0	0.00245	0.15022	0	0	0.06367	0	0	0	0	13.13003	0	0	0	0	0	0	0	0	0	0.06065	0	0.00789	0.01239	0.01832	0	0.02584	0.0692	0	0	0.00965	0.14916	0	0	0	0	0.03683	0.02676	3.55743	0	0.18664	0.79694	0	0.1056	0.03071	8.00E-05	0	0	0	0	0	0.00608	0	0	0.74869	0.06836	0	0.6835	0	0.001	0.2789	3.08137	0.32802	0	0	0	0	0.02725	0	0	0	0	0	0.16901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.33351	0	0	0.0183	0	6.00778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.20883	0	0	0.00027	1.87008	0	0	0	0	0.00063	0.52817	0	0	0.0564	0.16334	0	0	0	0	0	0	0	0.00406	0	0	0	0	0.00205	0	0	0.04479	0.01748	0.00151	0.01213	0	0.00824	1.2192	0	0	0	0	0.00613	0
